category;productName;price;quantity;offer
Homegrown Brands;Good Trip Lemon Real Brewed Iced Tea;₹80;300 ml;N/A
Homegrown Brands;Cravova Mocha Cold Coffee;₹50;200 ml;N/A
Homegrown Brands;Sleepy Owl Hazelnut Instant Coffee 100% Arabica 100 g Combo;₹1108;100 g X 2;6% Off
Homegrown Brands;Sleepy Owl French Vanilla Instant Coffee 100% Arabica 100 g Combo;₹1108;100 g X 2;6% Off
Paan Corner;Classic Connect Cigarette;₹300;20 piece;N/A
Paan Corner;Classic Icon;₹95;10 piece;N/A
Paan Corner;Classic Ice Burst Cigarette;₹340;20 piece;N/A
Paan Corner;Marlboro Gold Advance;₹170;10 piece;N/A
Paan Corner;Gold Flake Twinpod;₹170;10 piece;N/A
Paan Corner;Gold Flake King's Blue Cigarette (Gold Flake Lights);₹170;10 piece;N/A
Paan Corner;Classic Balanced Taste Cigarette (Classic Mild);₹340;20 piece;N/A
Paan Corner;Marlboro Fuse Beyond Double Switch;₹340;20 piece;N/A
Paan Corner;Classic Refined Taste Cigarette (Ultra Mild);₹340;20 piece;N/A
Paan Corner;Classic Verve Cigarette;₹190;1 pack (16 pcs);N/A
Paan Corner;Marlboro Fuse Beyond Double Switch;₹170;10 piece;N/A
Paan Corner;Marlboro Advance Compact;₹95;10 piece;N/A
Paan Corner;Marlboro Gold Advance;₹340;20 piece;N/A
Paan Corner;Classic Ice Burst Cigarette;₹170;10 piece;N/A
Paan Corner;Stellar shift with Mint;₹200;20 piece;N/A
Paan Corner;Gold Flake Kings Red Cigarette (Gold Flake Kings);₹340;20 piece;N/A
Paan Corner;Marlboro Clove;₹170;10 piece;N/A
Paan Corner;Marlboro Fine Touch;₹120;10 piece;N/A
Paan Corner;Gold Flake Indie Mint cigarette;₹100;10 piece;N/A
Paan Corner;Gold Flake King's Blue (Lights);₹340;20 piece;N/A
Paan Corner;Players Minty Cool Fresh Taste;₹80;10 piece;N/A
Paan Corner;Stellar Shift Millennium;₹200;20 piece;N/A
Paan Corner;Marlboro Gold;₹170;10 piece;N/A
Paan Corner;Gold Flake Kings Red Cigarette (Gold Flake Kings);₹170;10 piece;N/A
Paan Corner;Classic Balanced Taste Cigarette (Classic Mild);₹170;10 piece;N/A
Paan Corner;Stellar Define Paan Mix;₹200;20 piece;N/A
Paan Corner;Classic Refined Taste Cigarette (Ultra Mild);₹170;10 piece;N/A
Paan Corner;Stellar Duos Double Shift;₹240;20 piece;N/A
Paan Corner;Gold Flake Filter Cigarette;₹100;10 piece;N/A
Paan Corner;Marlboro Gold Light;₹340;20 piece;N/A
Paan Corner;B&H Blue Gold Cigarette (Benson Lights);₹340;20 piece;N/A
Paan Corner;Marlboro Filter Black Kretek;₹165;12 Piece;N/A
